query_id,fold,variant,query_text,original_text,ground_truth
354,0,original,"деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
354,0,case_punct,"!!! ДЕНЬГИ СПИСАЛИСЬ ПО СБП НО ИХ НЕТ НА КОШЕЛЬКЕ АВИТО, ПРИ ОФОРМЛЕНИИ ЗАКАЗА ТРЕБУЕТ СНОВА ОПЛАТУ ???","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
354,0,typo_delete,"деньги списались по сбп но их нет на кшельке авито, при оформлении заказа требует снова оплату","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
354,0,typo_swap,"деньги списались по сбп но их нет на кошеьлке авито, при оформлении заказа требует снова оплату","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
354,0,typo_keyboard,"деньги спимались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
354,0,typo_two,"деньги списплись по сбп но их нет на кошельке авито, при оформлении заказа требует снва оплату","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
354,0,drop_content,"деньги списались по сбп но их нет на кошельке авито, при оформлении заказа снова оплату","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
354,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
354,0,topic_distractor,"деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
354,0,mask_entities,"деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату","деньги списались по сбп но их нет на кошельке авито, при оформлении заказа требует снова оплату",2646 2865 4219
370,0,original,"Просят подключить доставку 5ки, но как быть с безопасностью товара?","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
370,0,case_punct,"!!! пРОСЯТ ПОДКЛЮЧИТЬ ДОСТАВКУ 5КИ, НО КАК БЫТЬ С БЕЗОПАСНОСТЬЮ ТОВАРА? ???","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
370,0,typo_delete,"Просят пдключить доставку 5ки, но как быть с безопасностью товара?","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
370,0,typo_swap,"Просят покдлючить доставку 5ки, но как быть с безопасностью товара?","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
370,0,typo_keyboard,"Просят подключтть доставку 5ки, но как быть с безопасностью товара?","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
370,0,typo_two,"Просят подключить доставеу 5ки, но как быть с беопасностью товара?","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
370,0,drop_content,"Просят подключить доставку 5ки, но как быть с безопасностью ?","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
370,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Просят подключить доставку 5ки, но как быть с безопасностью товара?","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
370,0,topic_distractor,"Просят подключить доставку 5ки, но как быть с безопасностью товара? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
370,0,mask_entities,"Просят подключить доставку <NUMBER>ки, но как быть с безопасностью товара?","Просят подключить доставку 5ки, но как быть с безопасностью товара?",4234
373,0,original,Как узнать когда я получу деньги за товар,Как узнать когда я получу деньги за товар,4234 4361
373,0,case_punct,!!! кАК УЗНАТЬ КОГДА Я ПОЛУЧУ ДЕНЬГИ ЗА ТОВАР ???,Как узнать когда я получу деньги за товар,4234 4361
373,0,typo_delete,Как узнать когда я полуу деньги за товар,Как узнать когда я получу деньги за товар,4234 4361
373,0,typo_swap,Как узнать когда я плоучу деньги за товар,Как узнать когда я получу деньги за товар,4234 4361
373,0,typo_keyboard,Как узнать когда я получу деньши за товар,Как узнать когда я получу деньги за товар,4234 4361
373,0,typo_two,Как узнпть когда я полчу деньги за товар,Как узнать когда я получу деньги за товар,4234 4361
373,0,drop_content,Как когда я получу деньги за товар,Как узнать когда я получу деньги за товар,4234 4361
373,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Как узнать когда я получу деньги за товар",Как узнать когда я получу деньги за товар,4234 4361
373,0,topic_distractor,"Как узнать когда я получу деньги за товар Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Как узнать когда я получу деньги за товар,4234 4361
373,0,mask_entities,Как узнать когда я получу деньги за товар,Как узнать когда я получу деньги за товар,4234 4361
377,0,original,"Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
377,0,case_punct,"!!! мОЖНО ЛИ ОТПРАВИТЬ КОВЁР 197 ×137 В СВЕРНУТОМ ВИДЕ, НЕ В РУЛОНЕ, ЧЕРЕЗ аВИТО ИЛИ пОЧТУ? ???","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
377,0,typo_delete,"Можно ли отправить ковёр 197 ×137 в сернутом виде, не в рулоне, через Авито или Почту?","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
377,0,typo_swap,"Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулное, через Авито или Почту?","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
377,0,typo_keyboard,"Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Посту?","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
377,0,typo_two,"Можно ли отправить ковр 197 ×137 в свернутом виде, не в рулоне, через Авито или Плчту?","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
377,0,drop_content,"Можно ли отправить ковёр 197 ×137 в свернутом виде, не в , через Авито или Почту?","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
377,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
377,0,topic_distractor,"Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
377,0,mask_entities,"Можно ли отправить ковёр <NUMBER> ×<NUMBER> в свернутом виде, не в рулоне, через Авито или Почту?","Можно ли отправить ковёр 197 ×137 в свернутом виде, не в рулоне, через Авито или Почту?",4328 4396
391,0,original,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
391,0,case_punct,!!! иЗМЕНИТСЯ ЛИ СТОИМОСТЬ ДОСТАВКИ ПРИ ОТПРАВКЕ ЧЕРЕЗ ПАРТНËРОВ ИЛИ СКОЛЬКО УКАЗАНА ДОСТАВКА ТАК И БУДЕТ БЕЗ ИЗМЕНЕНИЙ? ???,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
391,0,typo_delete,Изменится ли стоимость доставки при отправке через партнëров или скоько указана доставка так и будет без изменений?,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
391,0,typo_swap,Изменится ли стоимость доставки при отправке через партнëров или скоьлко указана доставка так и будет без изменений?,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
391,0,typo_keyboard,Изменится ли стоимость доставки при отправке через партнëров или сколько указана длставка так и будет без изменений?,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
391,0,typo_two,Изменится ли стоимость доставки при отправее через партнëров или солько указана доставка так и будет без изменений?,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
391,0,drop_content,Изменится ли стоимость доставки при через партнëров или сколько указана доставка так и будет без изменений?,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
391,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?",Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
391,0,topic_distractor,"Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
391,0,mask_entities,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,Изменится ли стоимость доставки при отправке через партнëров или сколько указана доставка так и будет без изменений?,3467
423,0,original,"Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
423,0,case_punct,"!!! зДРАВСТВУЙТЕ, КАК АКТИВИРОВАТЬ ПРОМОКОД НА ДОСТАВКУ ЗА <money> ОТ ТЕЛЕ2 ???","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
423,0,typo_delete,"Здравствуйте, как активироать промокод на доставку за <MONEY> от теле2","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
423,0,typo_swap,"Здравствуйте, как активировать промокод на достваку за <MONEY> от теле2","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
423,0,typo_keyboard,"Здравствуйте, как активировать прлмокод на доставку за <MONEY> от теле2","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
423,0,typo_two,"Здравствуйте, как активировать промоод на доставеу за <MONEY> от теле2","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
423,0,drop_content,"Здравствуйте, как промокод на доставку за <MONEY> от теле2","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
423,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
423,0,topic_distractor,"Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2 Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
423,0,mask_entities,"Здравствуйте, как активировать промокод на доставку за <ENTITY> от теле<NUMBER>","Здравствуйте, как активировать промокод на доставку за <MONEY> от теле2",2665
424,0,original,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
424,0,case_punct,!!! дОБРЫЙ ВЕЧЕР мОЖНО РАССЧИТАТЬ ПРИБЛИЗИТЕЛЬНУЮ СТОИМОСТЬ ДОСТАВКИ НА аВИТО сОЧИ - мОСКВА ???,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
424,0,typo_delete,Добрый вечер Можно рассчитать приблизительную соимость доставки на Авито Сочи - Москва,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
424,0,typo_swap,Добрый вечер Можно рсасчитать приблизительную стоимость доставки на Авито Сочи - Москва,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
424,0,typo_keyboard,Добрый вечер Можно рассситать приблизительную стоимость доставки на Авито Сочи - Москва,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
424,0,typo_two,Добрый вечер Можно рассситать приблизитльную стоимость доставки на Авито Сочи - Москва,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
424,0,drop_content,Добрый вечер Можно рассчитать приблизительную стоимость на Авито Сочи - Москва,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
424,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва",Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
424,0,topic_distractor,"Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
424,0,mask_entities,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,Добрый вечер Можно рассчитать приблизительную стоимость доставки на Авито Сочи - Москва,1951
426,0,original,Можно ли заказать доставку через авито,Можно ли заказать доставку через авито,4308
426,0,case_punct,!!! мОЖНО ЛИ ЗАКАЗАТЬ ДОСТАВКУ ЧЕРЕЗ АВИТО ???,Можно ли заказать доставку через авито,4308
426,0,typo_delete,Можно ли заказать доствку через авито,Можно ли заказать доставку через авито,4308
426,0,typo_swap,Можно ли заказать дсотавку через авито,Можно ли заказать доставку через авито,4308
426,0,typo_keyboard,Можно ли заказать достааку через авито,Можно ли заказать доставку через авито,4308
426,0,typo_two,Можно ли заказать дотавеу через авито,Можно ли заказать доставку через авито,4308
426,0,drop_content,Можно ли доставку через авито,Можно ли заказать доставку через авито,4308
426,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Можно ли заказать доставку через авито",Можно ли заказать доставку через авито,4308
426,0,topic_distractor,"Можно ли заказать доставку через авито Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Можно ли заказать доставку через авито,4308
426,0,mask_entities,Можно ли заказать доставку через авито,Можно ли заказать доставку через авито,4308
428,0,original,"Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
428,0,case_punct,"!!! зДРАВСТВУЙТЕ. нЕ РАБОТАЮТ БОНУСЫ, ПРИ ПОКУПКЕ ТОВАРОВ С аВИТО ДОСТАВКОЙ. ???","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
428,0,typo_delete,"Здравствуйте. Не рабоают бонусы, при покупке товаров с Авито доставкой.","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
428,0,typo_swap,"Здравствуйте. Не работают бонусы, при покупек товаров с Авито доставкой.","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
428,0,typo_keyboard,"Здравствуйте. Не работают бонусы, при плкупке товаров с Авито доставкой.","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
428,0,typo_two,"Здравствуйте. Не работают бонусы, при покпее товаров с Авито доставкой.","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
428,0,drop_content,"Здравствуйте. Не работают бонусы, при товаров с Авито доставкой.","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
428,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
428,0,topic_distractor,"Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой. Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
428,0,mask_entities,"Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.","Здравствуйте. Не работают бонусы, при покупке товаров с Авито доставкой.",4214 4219
430,0,original,Почему авито не дает сделать сегодня заказ авито курьером?,Почему авито не дает сделать сегодня заказ авито курьером?,4308
430,0,case_punct,!!! пОЧЕМУ АВИТО НЕ ДАЕТ СДЕЛАТЬ СЕГОДНЯ ЗАКАЗ АВИТО КУРЬЕРОМ? ???,Почему авито не дает сделать сегодня заказ авито курьером?,4308
430,0,typo_delete,Почему авито не дает сделать сегодня заказ авито курером?,Почему авито не дает сделать сегодня заказ авито курьером?,4308
430,0,typo_swap,Почему авито не дает сделать сегодян заказ авито курьером?,Почему авито не дает сделать сегодня заказ авито курьером?,4308
430,0,typo_keyboard,Почему авито не дает сделпть сегодня заказ авито курьером?,Почему авито не дает сделать сегодня заказ авито курьером?,4308
430,0,typo_two,Почему авито не дает сделать сеглдня заказ авито крьером?,Почему авито не дает сделать сегодня заказ авито курьером?,4308
430,0,drop_content,Почему авито не дает сегодня заказ авито курьером?,Почему авито не дает сделать сегодня заказ авито курьером?,4308
430,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Почему авито не дает сделать сегодня заказ авито курьером?",Почему авито не дает сделать сегодня заказ авито курьером?,4308
430,0,topic_distractor,"Почему авито не дает сделать сегодня заказ авито курьером? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Почему авито не дает сделать сегодня заказ авито курьером?,4308
430,0,mask_entities,Почему авито не дает сделать сегодня заказ авито курьером?,Почему авито не дает сделать сегодня заказ авито курьером?,4308
433,0,original,"Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
433,0,case_punct,"!!! зДРАВСТВУЙТЕ, ПОЧЕМУ ТАК БЫСТРО МЕНЯЕТСЯ ЦЕНА ДОСТАВКИ,1 ЧАС НАЗАД БЫЛА439,СЕЙЧАС УЖЕ 539? ???","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
433,0,typo_delete,"Здравствуйте, почему так бытро меняется цена доставки,1 час назад была439,сейчас уже 539?","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
433,0,typo_swap,"Здравствуйте, почему так быстро меняестя цена доставки,1 час назад была439,сейчас уже 539?","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
433,0,typo_keyboard,"Здравствуйте, почему так бвстро меняется цена доставки,1 час назад была439,сейчас уже 539?","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
433,0,typo_two,"Здравствуйте, почему так бвстро менется цена доставки,1 час назад была439,сейчас уже 539?","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
433,0,drop_content,"Здравствуйте, почему так меняется цена доставки,1 час назад была439,сейчас уже 539?","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
433,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
433,0,topic_distractor,"Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
433,0,mask_entities,"Здравствуйте, почему так быстро меняется цена доставки,<NUMBER> час назад была<NUMBER>,сейчас уже <NUMBER>?","Здравствуйте, почему так быстро меняется цена доставки,1 час назад была439,сейчас уже 539?",1951
442,0,original,"Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
442,0,case_punct,"!!! зДРАВСТВУЙТЕ. оПЛАТИЛА ОБЪЯВЛЕНИЕ <id> , ВСЕ ЗАМЕЧАНИЯ ИСПРАВИЛО НО ОНО НЕ СТАВИТСЯ В АКТИВНОЕ, ОПЯТЬ ПРОСИТ ДЕНЬГИ. пРОШУ РАЗОБРАТЬСЯ, ОПЛАТИЛА <money> ???","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
442,0,typo_delete,"Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Проу разобраться, оплатила <MONEY>","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
442,0,typo_swap,"Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, олпатила <MONEY>","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
442,0,typo_keyboard,"Здравствуйте. Оплатила объявление <ID> , все замечания испоавило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
442,0,typo_two,"Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опяь просит деньги. Поошу разобраться, оплатила <MONEY>","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
442,0,drop_content,"Здравствуйте. Оплатила объявление <ID> , все замечания но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
442,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
442,0,topic_distractor,"Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY> Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
442,0,mask_entities,"Здравствуйте. Оплатила объявление <ENTITY> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <ENTITY>","Здравствуйте. Оплатила объявление <ID> , все замечания исправило но оно не ставится в активное, опять просит деньги. Прошу разобраться, оплатила <MONEY>",4440
443,0,original,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
443,0,case_punct,!!! пОЧЕМУ МНЕ НЕ ВЕРНУВШИСЬ БОНУСЫ ЗА НЕ СОСТОЯВШУЮСЯ ПОКУПКУ ТОВАРА? ???,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
443,0,typo_delete,Почему мне не вернувшись бонусы за не состоявшуюся покупу товара?,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
443,0,typo_swap,Почему мне не вернувшись бонусы за не состоявшуюся покупку товраа?,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
443,0,typo_keyboard,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
443,0,typo_two,Почему мне не вернувшись богуы за не состоявшуюся покупку товара?,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
443,0,drop_content,Почему мне не вернувшись бонусы за не покупку товара?,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
443,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?",Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
443,0,topic_distractor,"Почему мне не вернувшись бонусы за не состоявшуюся покупку товара? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
443,0,mask_entities,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,Почему мне не вернувшись бонусы за не состоявшуюся покупку товара?,4395
469,0,original,"Здравствуйте, подскажите сколько будет стоит доставка до квартиры электрической плиты из заводского района в центр на Московскою/ Чапаева?","Здравствуйте, подскажите сколько будет стоит доставка до квартиры электрической плиты из заводского района в центр на Московскою/ Чапаева?",1951 4286
469,0,case_punct,"!!! зДРАВСТВУЙТЕ, ПОДСКАЖИТЕ СКОЛЬКО БУДЕТ СТОИТ ДОСТАВКА ДО КВАРТИРЫ ЭЛЕКТРИЧЕСКОЙ ПЛИТЫ ИЗ ЗАВОДСКОГО РАЙОНА В ЦЕНТР НА мОСКОВСКОЮ/ чАПАЕВА? ???","Здравствуйте, подскажите сколько будет стоит доставка до квартиры электрической плиты из заводского района в центр на Московскою/ Чапаева?",1951 4286
